Distrito,parlamentario/a,coalición,partido político,Votos obtenidos,% obtenido,año elección
40,Ignacio Urrutia Bonilla,Alianza por Chile,Ind-UDI,25907,"36,67%",2001
40,Guillermo Ceroni Fuentes,Concertación de Partidos por la Democracia,PPD,20460,"28,96%",2001
41,Rosauro Martínez Labbé,Alianza por Chile,Ind-RN,44476,"38,5%",2001
41,Carlos Abel Jarpa Wevar,Concertación de Partidos por la Democracia,PRSD,23150,"20,04%",2001
42,Nicolás Monckeberg Díaz,Alianza por Chile,RN,47839,"43,6%",2001
42,Felipe Letelier Norambuena,Concertación de Partidos por la Democracia,PPD,33436,"30,47%",2001
43,Víctor Jeame Barrueto,Concertación de Partidos por la Democracia,PPD,35877,"35,14%",2001
43,Jorge Ulloa Aguillón,Alianza por Chile,UDI,38326,"37,53%",2001
44,Andrés Egaña Respaldiza,Alianza por Chile,UDI,48403,"32,78%",2001
44,José Miguel Ortiz Novoa,Concertación de Partidos por la Democracia,DC,52037,"35,25%",2001
45,Alejandro Navarro Brain,Concertación de Partidos por la Democracia,PS,48990,"45,46%",2001
45,Edmundo Salas de la Fuente,Concertación de Partidos por la Democracia,DC,22125,"20,53%",2001
46,Camilo Escalona Medina,Concertación de Partidos por la Democracia,PS,33291,"37,22%",2001
46,Iván Norambuena Farías,Alianza por Chile,UDI,28902,"32,32%",2001
47,Víctor Pérez Varela,Alianza por Chile,UDI,45328,"34,7%",2001
47,José Pérez Arriagada,Concertación de Partidos por la Democracia,PRSD,40201,"30,77%",2001
48,Francisco Bayo Veloso,Alianza por Chile,RN,18130,"28,02%",2001
48,Edmundo Villouta Concha,Concertación de Partidos por la Democracia,DC,14996,"23,17%",2001
49,José Antonio Galilea Vidaurre,Alianza por Chile,RN,16764,"26,41%",2001
49,Jaime Quintana Leal,Concertación de Partidos por la Democracia,PPD,15865,25%,2001
50,Germán Becker Alvear,Alianza por Chile,RN,39801,"37,68%",2001
50,Eduardo Saffirio Suárez,Concertación de Partidos por la Democracia,DC,35487,"33,59%",2001
51,Eugenio Tuma Zedán,Concertación de Partidos por la Democracia,PPD,25082,"40,32%",2001
51,Eduardo Díaz del Río,Alianza por Chile,UDI,20156,"32,4%",2001
52,René Manuel García García,Alianza por Chile,RN,23370,"38,43%",2001
52,Fernando Meza Moncada,Concertación de Partidos por la Democracia,PRSD,16781,"27,59%",2001
53,Roberto Delmastro Naso,Alianza por Chile,Ind-RN,25866,"34,85%",2001
53,Exequiel Silva Ortiz,Concertación de Partidos por la Democracia,DC,22445,"30,24%",2001
54,Enrique Jaramillo Becker,Concertación de Partidos por la Democracia,PPD,27706,"36,16%",2001
54,Gastón von Mühlenbrock,Alianza por Chile,Ind-UDI,23902,"31,2%",2001
55,Sergio Ojeda Uribe,Concertación de Partidos por la Democracia,DC,24752,"33,26%",2001
55,Javier Hernández Hernández,Alianza por Chile,UDI,23479,"31,55%",2001
56,Carlos Recondo Lavanderos,Alianza por Chile,UDI,19992,"29,17%",2001
56,Fidel Espinoza Sandoval,Concertación de Partidos por la Democracia,PS,18436,"26,9%",2001
57,Eduardo Lagos Herrera,Concertación de Partidos por la Democracia,PRSD,20565,"27,37%",2001
57,Carlos Kuschel Silva,Alianza por Chile,RN,19004,"25,29%",2001
58,Claudio Alvarado Andrade,Alianza por Chile,UDI,26203,"40,48%",2001
58,Gabriel Ascencio Mansilla,Concertación de Partidos por la Democracia,DC,23206,"35,85%",2001
59,Pablo Galilea Carrillo,Alianza por Chile,RN,14918,"40,29%",2001
59,Leopoldo Sánchez Grunert,Concertación de Partidos por la Democracia,PPD,7812,"21,1%",2001
60,Rodrigo Álvarez Zenteno,Alianza por Chile,UDI,26081,"41,76%",2001
60,Pedro Muñoz Aburto,Concertación de Partidos por la Democracia,PS,17302,"27,7%",2001
1,Iván Paredes Fierro,Concertación Democrática,PS,18958,"25,52%",2005
1,Ximena Valcarce Becerra,Alianza,RN,16692,"22,47%",2005
2,Fulvio Rossi Ciocca,Concertación Democrática,PS,36823,"40,32%",2005
2,Marta Isasi Barbieri,Fuerza Regional Independiente,PAR,24350,"26,66%",2005
3,Marcos Espinosa Monardes,Concertación Democrática,PRSD,21629,"31,44%",2005
3,Felipe Ward Edwards,Alianza,UDI,14469,"21,03%",2005
4,Pedro Araya Guerrero,Concertación Democrática,DC,40131,"34,51%",2005
4,Manuel Rojas Molina,Alianza,UDI,38254,"32,9%",2005
5,Antonio Leal Labrín,Concertación Democrática,PPD,30032,"49,25%",2005
5,René Aedo Ormeño,Alianza,RN,12432,"20,39%",2005
6,Jaime Mulet Martínez,Concertación Democrática,DC,16124,"36,82%",2005
6,Alberto Robles Pantoja,Concertación Democrática,PRSD,9199,"21,01%",2005
7,Marcelo Díaz Díaz,Concertación Democrática,PS,22861,"26,03%",2005
7,Mario Bertolino Rendic,Alianza,RN,21636,"24,64%",2005
8,Patricio Walker Prieto,Concertación Democrática,DC,56208,"54,3%",2005
8,Francisco Encina Moriamez,Concertación Democrática,PS,15511,"14,99%",2005
9,Adriana Muñoz D'Albora,Concertación Democrática,PPD,27269,"44,37%",2005
9,Renán Fuentealba Vildósola,Concertación Democrática,DC,10727,"17,46%",2005
10,Marco Enríquez-Ominami Gumucio,Concertación Democrática,PS,46590,"34,34%",2005
10,Alfonso Vargas Lyng,Alianza,RN,34209,"25,22%",2005
11,Marco Antonio Núñez Lozano,Concertación Democrática,PPD,37662,"35,86%",2005
11,Marcelo Forni Lobos,Alianza,UDI,30980,"29,5%",2005
12,Juan Bustos Ramírez,Concertación Democrática,PS,35680,"30,84%",2005
12,Amelia Herrera Silva,Alianza,RN,33184,"28,69%",2005
13,Laura Soto González,Concertación Democrática,PPD,36764,"27,55%",2005
13,Joaquín Godoy Ibáñez,Alianza,RN,33315,"24,96%",2005
14,Rodrigo González Torres,Concertación Democrática,PPD,42309,"27,27%",2005
14,Francisco Chahuán Chahuán,Alianza,RN,40006,"25,78%",2005
15,Edmundo Eluchans Urenda,Alianza,UDI,20125,"24,8%",2005
15,Samuel Venegas Rubio,Concertación Democrática,PRSD,17798,"21,93%",2005
16,Patricio Melero Abaroa,Alianza,UDI,49412,"32,8%",2005
16,Gabriel Silber Romo,Concertación Democrática,DC,38373,"25,47%",2005
17,María Antonieta Saa Díaz,Concertación Democrática,PPD,57708,"37,98%",2005
17,Karla Rubilar Barahona,Alianza,RN,29431,"19,37%",2005
18,Guido Girardi Briere,Concertación Democrática,PPD,71456,"43,75%",2005
18,Carlos Olivares Zepeda,Concertación Democrática,DC,32464,"19,87%",2005
19,Patricio Hales Dib,Concertación Democrática,PPD,53773,"48,72%",2005
19,Claudia Nogueira Fernández,Alianza,UDI,33231,"30,11%",2005
20,Álvaro Escobar Rufatt,Concertación Democrática,PPD,100840,"42,18%",2005
20,Roberto Sepúlveda Hermosilla,Alianza,RN,45992,"19,24%",2005
21,Marcela Cubillos Sigall,Alianza,UDI,51749,"29,02%",2005
21,Jorge Burgos Varela,Concertación Democrática,DC,48683,"27,3%",2005
22,Carolina Tohá Morales,Concertación Democrática,PPD,45769,"39,79%",2005
22,Alberto Cardemil Herrera,Alianza,ILD,32827,"28,54%",2005
23,Julio Dittborn Cordua,Alianza,UDI,79167,"39,31%",2005
23,Cristián Monckeberg Bruner,Alianza,RN,50923,"25,22%",2005
24,María Angélica Cristi Marfil,Alianza,UDI,49918,"36,95%",2005
24,Enrique Accorsi Opazo,Concertación Democrática,PPD,38708,"28,65%",2005
25,Ximena Vidal Lázaro,Concertación Democrática,PPD,52745,"33,81%",2005
25,Felipe Salaberry Soto,Alianza,UDI,30109,"19,3%",2005
26,Carlos Montes Cisternas,Concertación Democrática,PS,69997,"48,08%",2005
26,Gonzalo Duarte Leiva,Concertación Democrática,DC,20448,"14,05%",2005
27,Iván Moreira Barros,Alianza,UDI,49213,"30,4%",2005
27,Tucapel Jiménez Fuentes,Concertación Democrática,ILB,46710,"28,85%",2005
28,Jorge Insunza Gregorio De Las Heras,Concertación Democrática,PPD,37292,"24,53%",2005
28,Darío Paya Mira,Alianza,UDI,31691,"20,85%",2005
29,Isabel Allende Bussi,Concertación Democrática,PS,81493,"43,49%",2005
29,Maximiano Errázuriz Eguiguren,Alianza,RN,59054,"31,51%",2005
30,Ramón Farías Ponce,Concertación Democrática,PPD,54050,"35,7%",2005
30,José Antonio Kast Rist,Alianza,UDI,47950,"31,67%",2005
31,Denise Pascal Allende,Concertación Democrática,PS,43138,"27,14%",2005
31,Gonzalo Uriarte Herrera,Alianza,UDI,54869,"34,53%",2005
32,Esteban Valenzuela Van-Treek,Concertación Democrática,PPD,33579,"36,91%",2005
32,Alejandro García-Huidobro,Alianza,UDI,33534,"36,86%",2005
33,Alejandro Sule Fernández,Concertación Democrática,PRSD,42248,"37,24%",2005
33,Eugenio Bauer Jouanne,Alianza,UDI,26509,"23,37%",2005
34,Alejandra Sepúlveda Orbenes,Concertación Democrática,DC,50045,"54,42%",2005
34,Juan Masferrer Pellizari,Alianza,UDI,17860,"19,42%",2005
35,Juan Carlos Latorre Carmona,Concertación Democrática,DC,34268,"45,86%",2005
35,Ramón Barros Montero,Alianza,UDI,25349,"33,93%",2005
36,Roberto León Ramírez,Concertación Democrática,DC,48009,"41,75%",2005
36,Sergio Correa de la Cerda,Alianza,UDI,32435,"28,2%",2005
37,Sergio Aguiló Melo,Concertación Democrática,PS,29366,"35,04%",2005
37,Germán Verdugo Soto,Alianza,RN,22336,"26,65%",2005
38,Pablo Lorenzini Basso,Concertación Democrática,DC,27268,"36,88%",2005
38,Pedro Álvarez-Salamanca Buchi,Alianza,RN,14288,"19,32%",2005
39,Jorge Tarud Daccarett,Concertación Democrática,PPD,30926,"37,86%",2005
39,Osvaldo Palma Flores,Alianza,RN,18094,"22,15%",2005
40,Guillermo Ceroni Fuentes,Concertación Democrática,PPD,30380,"42,16%",2005
40,Ignacio Urrutia Bonilla,Alianza,UDI,19777,"27,45%",2005
41,Carlos Abel Jarpa Wevar,Concertación Democrática,PRSD,31370,"25,4%",2005
41,Rosauro Martínez Labbé,Alianza,RN,34643,"28,05%",2005
42,Nicolás Monckeberg Díaz,Alianza,RN,36609,"32,67%",2005
42,Jorge Sabag Villalobos,Concertación Democrática,DC,33452,"29,85%",2005
43,Raúl Súnico Galdames,Concertación Democrática,PS,29833,"27,25%",2005
43,Jorge Ulloa Aguillón,Alianza,UDI,31265,"28,55%",2005
44,José Miguel Ortiz Novoa,Concertación Democrática,DC,53270,"32,26%",2005
44,Andrés Egaña Respaldiza,Alianza,UDI,32220,"19,57%",2005
45,Clemira Pacheco Rivas,Concertación Democrática,PS,37448,"33,52%",2005
45,Sergio Bobadilla Muñoz,Alianza,UDI,26460,"23,68%",2005
46,Manuel Monsalve Benavides,Concertación Democrática,PS,28888,"29,58%",2005
46,Iván Norambuena Farías,Alianza,UDI,23847,"24,42%",2005
47,José Pérez Arriagada,Concertación Democrática,PRSD,67053,"48,59%",2005
47,Juan Lobos Krause,Alianza,UDI,33274,"24,11%",2005
48,Mario Venegas Cárdenas,Concertación Democrática,DC,23775,"35,75%",2005
48,Gonzalo Arenas Hodar,Alianza,UDI,16751,"25,19%",2005
49,Jaime Quintana Leal,Concertación Democrática,PPD,26953,"40,68%",2005
49,Enrique Estay Peñaloza,Alianza,UDI,10953,"16,53%",2005
50,Eduardo Saffirio Suárez,Concertación Democrática,DC,35501,"30,81%",2005
50,Germán Becker Alvear,Alianza,RN,37036,"32,14%",2005
51,Eugenio Tuma Zedan,Concertación Democrática,PPD,32590,"49,28%",2005
51,Eduardo Díaz del Río,Concertación Democrática,ILB,10511,"15,89%",2005
52,Fernando Meza Moncada,Concertación Democrática,PRSD,25000,"38,15%",2005
52,René Manuel García García,Alianza,RN,24453,"37,32%",2005
53,Alfonso de Urresti Longton,Concertación Democrática,PS,23506,"28,29%",2005
53,Roberto Delmastro Naso,Alianza,ILD,22046,"26,53%",2005
54,Enrique Jaramillo Becker,Concertación Democrática,PPD,31815,"41,11%",2005
54,Gastón von Mühlenbrock Zamora,Alianza,UDI,21751,"28,1%",2005
55,Sergio Ojeda Uribe,Concertación Democrática,DC,29199,"37,43%",2005
55,Javier Hernández Hernández,Alianza,UDI,21454,"27,5%",2005
56,Fidel Espinoza Sandoval,Concertación Democrática,PS,30452,"41,59%",2005
56,Carlos Recondo Lavanderos,Alianza,UDI,19068,"26,04%",2005
57,Marisol Turres Figueroa,Alianza,UDI,22614,"26,66%",2005
57,Patricio Vallespin López,Concertación Democrática,DC,22322,"26,31%",2005
58,Gabriel Ascencio Mansilla,Concertación Democrática,DC,26088,"35,94%",2005
58,Claudio Alvarado Andrade,Alianza,UDI,18043,"24,85%",2005
59,René Alinco Bustos,Concertación Democrática,PPD,13307,"33,7%",2005
59,Pablo Galilea Carrillo,Alianza,RN,12750,"32,29%",2005
60,Carolina Goic Boroevic,Concertación Democrática,DC,17766,"27,1%",2005
60,Rodrigo Álvarez Zenteno,Alianza,UDI,15876,"24,22%",2005
1,Orlando Vargas Pizarro,Concertación y Juntos Podemos,Ind-PPD,22425,"30,01%",2009
1,Nino Baltolú Rasera,Coalición por el Cambio,UDI,17644,"23,61%",2009
2,Hugo Gutiérrez Gálvez,Concertación y Juntos Podemos,PCCh,28217,"30,31%",2009
2,Marta Isasi Barbieri,Coalición por el Cambio,Ind-UDI,28884,"31,02%",2009
3,Felipe Ward Edwards,Coalición por el Cambio,UDI,24618,"37,36%",2009
3,Marcos Espinosa Monardes,Concertación y Juntos Podemos,PRSD,16223,"24,62%",2009
4,Pedro Araya Guerrero,Chile Limpio. Vote Feliz,PRI,27268,"24,6%",2009
4,Manuel Rojas Molina,Coalición por el Cambio,UDI,37241,"33,59%",2009
5,Lautaro Carmona Soto,Concertación de Partidos por la Democracia,PCCh,17022,"27,87%",2009
5,Carlos Vilches Guzmán,Coalición por el Cambio,UDI,13159,"21,55%",2009
6,Giovanni Calderón Bassi,Coalición por el Cambio,UDI,8330,"19,26%",2009
6,Alberto Robles Pantoja,Concertación y Juntos Podemos,PRSD,11582,"26,77%",2009
7,Marcelo Díaz Díaz,Concertación y Juntos Podemos,PS,32673,"36,74%",2009
7,Mario Bertolino Rendic,Coalición por el Cambio,RN,18037,"20,28%",2009
8,Matías Walker Prieto,Concertación y Juntos Podemos,DC,28948,"27,21%",2009
8,Pedro Velásquez Seguel,IND,Ind.,25919,"24,37%",2009
9,Adriana Muñoz D'Albora,Concertación y Juntos Podemos,PPD,15332,"25,29%",2009
9,Luis Lemus Aracena,Chile Limpio. Vote Feliz,PRI,15735,"25,95%",2009
10,Eduardo Cerda García,Concertación y Juntos Podemos,DC,30017,"21,94%",2009
10,Andrea Molina Oliva,Coalición por el Cambio,Ind-UDI,36000,"26,31%",2009
11,Gaspar Rivas Sánchez,Coalición por el Cambio,RN,21634,"20,22%",2009
11,Marco Antonio Núñez Lozano,Concertación y Juntos Podemos,PPD,49801,"46,55%",2009
12,Arturo Squella Ovalle,Coalición por el Cambio,UDI,30108,"24,75%",2009
12,Marcelo Schilling Rodríguez,Concertación y Juntos Podemos,PS,24124,"19,83%",2009
13,Aldo Cornejo Gonález,Concertación y Juntos Podemos,DC,40582,"31,04%",2009
13,Joaquín Godoy Ibáñez,Coalición por el Cambio,RN,38183,"29,2%",2009
14,Rodrigo González Torres,Concertación y Juntos Podemos,PPD,41168,"25,89%",2009
14,Edmundo Eluchans Urenda,Coalición por el Cambio,UDI,45829,"28,82%",2009
15,Víctor Torres Jeldes,Concertación y Juntos Podemos,DC,18102,"21,11%",2009
15,María José Hoffmann Opazo,Coalición por el Cambio,UDI,20585,24%,2009
16,Gabriel Silber Romo,Concertación y Juntos Podemos,DC,48333,"29,39%",2009
16,Patricio Melero Abaroa,Coalición por el Cambio,UDI,58306,"35,45%",2009
17,Karla Rubilar Barahona,Coalición por el Cambio,RN,46572,"33,15%",2009
17,María Antonieta Saa Díaz,Concertación y Juntos Podemos,PPD,45798,"32,6%",2009
18,Cristina Girardi Lavín,Concertación y Juntos Podemos,PPD,51669,"34,35%",2009
18,Nicolás Monckeberg Díaz,Coalición por el Cambio,RN,40782,"27,11%",2009
19,Patricio Hales Dib,Concertación y Juntos Podemos,PPD,39126,"38,12%",2009
19,Claudia Nogueira Fernández,Coalición por el Cambio,UDI,38297,"37,31%",2009
20,Pepe Auth Stewart,Concertación y Juntos Podemos,PPD,49981,"20,7%",2009
20,Mónica Zalaquett Said,Coalición por el Cambio,UDI,56168,"23,26%",2009
21,Jorge Burgos Varela,Concertación y Juntos Podemos,DC,52982,"29,79%",2009
21,Marcela Sabat Fernández,Coalición por el Cambio,RN,48732,"27,4%",2009
22,Felipe Harboe Bascuñán,Concertación y Juntos Podemos,PPD,42060,"38,66%",2009
22,Alberto Cardemil Herrera,Coalición por el Cambio,RN,38949,"35,8%",2009
23,Ernesto Silva Méndez,Coalición por el Cambio,UDI,60272,"27,95%",2009
23,Cristián Monckeberg Bruner,Coalición por el Cambio,RN,77484,"35,93%",2009
24,Enrique Accorsi Opazo,Concertación y Juntos Podemos,PPD,31383,"23,19%",2009
24,María Angélica Cristi Marfil,Coalición por el Cambio,UDI,44969,"33,24%",2009
25,Ximena Vidal Lázaro,Concertación y Juntos Podemos,PPD,43794,"30,81%",2009
25,Felipe Salaberry Soto,Coalición por el Cambio,UDI,28444,"20,01%",2009
26,Carlos Montes Cisternas,Concertación y Juntos Podemos,PS,71173,"50,44%",2009
26,Gustavo Hasbún Selume,Coalición por el Cambio,UDI,36438,"25,82%",2009
27,Tucapel Jiménez Fuentes,Concertación y Juntos Podemos,PPD,47765,"31,89%",2009
27,Iván Moreira Barros,Coalición por el Cambio,UDI,53683,"35,84%",2009
28,Guillermo Teillier del Valle,Concertación y Juntos Podemos,PCCh,49040,"33,52%",2009
28,Pedro Browne Urrejola,Coalición por el Cambio,RN,31882,"21,79%",2009
29,Osvaldo Andrade Lara,Concertación y Juntos Podemos,PS,55152,"29,88%",2009
29,Leopoldo Pérez Lahsen,Coalición por el Cambio,RN,45464,"24,63%",2009
30,Ramón Farías Ponce,Concertación y Juntos Podemos,PPD,29335,"19,27%",2009
30,José Antonio Kast Rist,Coalición por el Cambio,UDI,53423,"35,1%",2009
31,Denise Pascal Allende,Concertación y Juntos Podemos,PS,52763,"32,23%",2009
31,Gonzalo Uriarte Herrera,Coalición por el Cambio,UDI,60833,"37,16%",2009
32,Juan Luis Castro González,Concertación y Juntos Podemos,PS,27772,"30,76%",2009
32,Alejandro García-Huidobro,Coalición por el Cambio,UDI,31346,"34,71%",2009
33,Ricardo Rincón González,Concertación y Juntos Podemos,DC,38057,"32,45%",2009
33,Eugenio Bauer Jouanne,Coalición por el Cambio,UDI,26504,"22,6%",2009
34,Alejandra Sepúlveda Orbenes,Chile Limpio. Vote Feliz,PRI,42771,"45,55%",2009
34,Javier Macaya Danús,Coalición por el Cambio,UDI,17130,"18,24%",2009
35,Juan Carlos Latorre Carmona,Concertación y Juntos Podemos,DC,30300,"38,83%",2009
35,Ramón Barros Montero,Coalición por el Cambio,UDI,29622,"37,96%",2009
36,Roberto León Ramírez,Concertación y Juntos Podemos,DC,51476,"42,93%",2009
36,Celso Morales Muñoz,Coalición por el Cambio,UDI,35732,"29,8%",2009
37,Sergio Aguiló Melo,Concertación y Juntos Podemos,PS,31649,"37,69%",2009
37,Germán Verdugo Soto,Coalición por el Cambio,RN,32864,"39,14%",2009
38,Pablo Lorenzini Basso,Concertación y Juntos Podemos,DC,29320,"38,32%",2009
38,Pedro Pablo Álvarez-Salamanca Ramírez,Coalición por el Cambio,Ind-UDI,15844,"20,71%",2009
39,Jorge Tarud Daccarett,Concertación y Juntos Podemos,PPD,38626,"46,26%",2009
39,Romilio Gutiérrez Pino,Coalición por el Cambio,UDI,22487,"26,93%",2009
40,Guillermo Ceroni Fuentes,Concertación y Juntos Podemos,PPD,32643,"44,75%",2009
40,Ignacio Urrutia Bonilla,Coalición por el Cambio,UDI,19323,"26,49%",2009
41,Carlos Abel Jarpa Wevar,Concertación y Juntos Podemos,PRSD,24093,"19,12%",2009
41,Rosauro Martínez Labbé,Coalición por el Cambio,RN,42385,"33,64%",2009
42,Jorge Sabag Villalobos,Concertación y Juntos Podemos,DC,32174,"28,59%",2009
42,Frank Sauerbaum Muñoz,Coalición por el Cambio,RN,22861,"20,33%",2009
43,Cristián Campos Jara,Concertación y Juntos Podemos,PPD,33622,"31,35%",2009
43,Jorge Ulloa Aguillón,Coalición por el Cambio,UDI,30309,"28,26%",2009
44,José Miguel Ortiz Novoa,Concertación y Juntos Podemos,DC,45379,"27,04%",2009
44,Enrique van Rysselberghe Herrera,Coalición por el Cambio,UDI,44735,"26,65%",2009
45,Clemira Pacheco Rivas,Concertación y Juntos Podemos,PS,38379,"33,8%",2009
45,Sergio Bobadilla Muñoz,Coalición por el Cambio,UDI,29272,"25,78%",2009
