Distrito,parlamentario/a,coalición,partido político,Votos obtenidos,% obtenido,año elección
46,Iván Norambuena Farías,Coalición por el Cambio,UDI,34852,"35,77%",2009
46,Manuel Monsalve Benavides,Concertación y Juntos Podemos,PS,30360,"31,16%",2009
47,José Pérez Arriagada,Concertación y Juntos Podemos,PRSD,46606,"33,8%",2009
47,Juan Lobos Krause,Coalición por el Cambio,UDI,51937,"37,67%",2009
48,Mario Venegas Cárdenas,Concertación y Juntos Podemos,DC,20102,"29,8%",2009
48,Gonzalo Arenas Hodar,Coalición por el Cambio,UDI,17223,"25,54%",2009
49,Fuad Chahín Valenzuela,Concertación y Juntos Podemos,DC,20212,"30,26%",2009
49,Enrique Estay Peñaloza,Coalición por el Cambio,UDI,16009,"23,97%",2009
50,René Saffirio Espinoza,Concertación y Juntos Podemos,DC,37017,"30,83%",2009
50,Germán Becker Alvear,Coalición por el Cambio,RN,33785,"28,14%",2009
51,Joaquín Tuma Zedán,Concertación y Juntos Podemos,PPD,16327,"24,36%",2009
51,José Manuel Edwards Silva,Coalición por el Cambio,RN,11275,"16,82%",2009
52,Fernando Meza Moncada,Concertación y Juntos Podemos,PRSD,22116,"32,72%",2009
52,René Manuel García García,Coalición por el Cambio,RN,20726,"30,66%",2009
53,Alfonso de Urresti Longton,Concertación y Juntos Podemos,PS,32433,"38,71%",2009
53,Roberto Delmastro Naso,Coalición por el Cambio,RN,25360,"30,27%",2009
54,Enrique Jaramillo Becker,Concertación y Juntos Podemos,PPD,29004,"37,43%",2009
54,Gastón von Mühlenbrock Zamora,Coalición por el Cambio,UDI,19978,"25,78%",2009
55,Sergio Ojeda Uribe,Concertación y Juntos Podemos,DC,23623,"30,44%",2009
55,Javier Hernández Hernández,Coalición por el Cambio,UDI,22108,"28,49%",2009
56,Fidel Espinoza Sandoval,Concertación y Juntos Podemos,PS,39245,"51,3%",2009
56,Carlos Rencodo Lavanderos,Coalición por el Cambio,UDI,18792,"24,57%",2009
57,Patricio Vallespin López,Concertación y Juntos Podemos,DC,33782,"38,6%",2009
57,Marisol Turres Figueroa,Coalición por el Cambio,UDI,28552,"32,62%",2009
58,Gabriel Ascencio Mansilla,Concertación y Juntos Podemos,DC,17457,"23,1%",2009
58,Alejandro Santana Tirachini,Coalición por el Cambio,RN,27098,"35,86%",2009
59,René Alinco Bustos,Concertación y Juntos Podemos,PPD,9381,"22,9%",2009
59,David Sandoval Plaza,Coalición por el Cambio,UDI,12902,"31,5%",2009
60,Carolina Goic Boroevic,Concertación y Juntos Podemos,DC,22498,34%,2009
60,Miodrag Marinovic Solo De Zaldívar,IND,Ind.,17512,"26,47%",2009
1,Luis Rocafull López,Nueva Mayoría,PS,15064,"22,42%",2013
1,Vlado Mirosevic Verdugo,"Si tú quieres, Chile cambia",PL,14301,"21,28%",2013
2,Hugo Gutiérrez Gálvez,Nueva Mayoría,PCCh,23238,"28,79%",2013
2,Renzo Trisotti Martínez,Alianza,UDI,20818,"25,8%",2013
3,Marcos Espinosa Monardes,Nueva Mayoría,PRSD,16877,"27,87%",2013
3,Felipe Ward Edwards,Alianza,UDI,14604,"24,12%",2013
4,Marcela Hernando Pérez,Nueva Mayoría,PRSD,27226,"25,98%",2013
4,Paulina Núñez Urrutia,Alianza,RN,20565,"19,63%",2013
5,Lautaro Carmona Soto,Nueva Mayoría,PCCh,23293,"41,9%",2013
5,Daniella Cicardini Milla,Nueva Mayoría,Ind-PS,13382,"24,07%",2013
6,Yasna Provoste Campillay,Nueva Mayoría,DC,16694,"43,91%",2013
6,Alberto Robles Pantoja,Nueva Mayoría,PRSD,5055,"13,3%",2013
7,Raúl Saldívar Auger,Nueva Mayoría,PS,25764,"29,91%",2013
7,Sergio Gahona Salazar,Alianza,UDI,20507,"23,8%",2013
8,Matías Walker Prieto,Alianza,DC,38573,"38,51%",2013
8,Daniel Núñez Arancibia,Nueva Mayoría,PCCh,13394,"13,37%",2013
9,Luis Lemus Aracena,Nueva Mayoría,PS,23802,"43,78%",2013
9,Jorge Insunza Gregorio de Las Heras[nota 2],Nueva Mayoría,PPD,15474,"28,46%",2013
10,Andrea Molina Oliva,Alianza,UDI,40790,"33,52%",2013
10,Christián Urízar Muñoz,Nueva Mayoría,PS,31353,"25,76%",2013
11,Marco Antonio Núñez Lozano,Nueva Mayoría,PPD,48097,"48,98%",2013
11,Gaspar Rivas Sánchez,Alianza,RN,23826,"24,26%",2013
12,Arturo Squella Ovalle,Nueva Mayoría,UDI,32570,"27,98%",2013
12,Marcelo Schilling Rodríguez,Alianza,PS,29198,"25,08%",2013
13,Aldo Cornejo González,Nueva Mayoría,DC,34406,"29,69%",2013
13,Joaquín Godoy Ibáñez,Alianza,RN,24987,"21,56%",2013
14,Rodrigo González Torres,Nueva Mayoría,PPD,40303,"28,04%",2013
14,Osvaldo Urrutia Soto,Alianza,UDI,38005,"26,44%",2013
15,Víctor Torres Jeldes,Nueva Mayoría,DC,27561,"35,89%",2013
15,María José Hoffmann Opazo,Alianza,UDI,21870,"28,48%",2013
16,Gabriel Silber Romo,Nueva Mayoría,DC,64696,"38,6%",2013
16,Patricio Melero Abaroa,Alianza,UDI,39449,"23,54%",2013
17,Karla Rubilar Barahona,Alianza,RN,35402,"27,33%",2013
17,Daniel Farcas Guendelman,Nueva Mayoría,PPD,32467,"25,06%",2013
18,Cristina Girardi Lavín,Nueva Mayoría,PPD,61874,"45,5%",2013
18,Nicolás Monckeberg Díaz,Alianza,RN,39100,"28,75%",2013
19,Karol Cariola Oliva,Nueva Mayoría,PCCh,35706,"38,4%",2013
19,Claudia Nogueira Fernández,Alianza,UDI,23391,"25,16%",2013
20,Pepe Auth Stewart,Nueva Mayoría,PPD,82856,"33,77%",2013
20,Joaquín Lavín León,Alianza,UDI,58180,"23,71%",2013
21,Maya Fernández Allende,Nueva Mayoría,PS,58186,"31,3%",2013
21,Marcela Sabat Fernández,Alianza,RN,53135,"28,58%",2013
22,Giorgio Jackson Drago,Fuera de Pacto,Ind,55259,"48,17%",2013
22,Felipe Kast Sommerhoff,Alianza,Ind-RN,22431,"19,55%",2013
23,Cristián Monckeberg Bruner,Alianza,RN,77952,"34,63%",2013
23,Ernesto Silva Méndez,Alianza,UDI,76522,34%,2013
24,Jaime Pilowsky Greene,Nueva Mayoría,DC,27072,"20,71%",2013
24,José Antonio Kast Rist,Alianza,UDI,24471,"18,72%",2013
25,Ramón Farías Ponce,Nueva Mayoría,PPD,40278,"30,61%",2013
25,Claudio Arriagada Macaya,Nueva Mayoría,DC,36410,"27,67%",2013
26,Camila Vallejo Dowling,Nueva Mayoría,PCCh,62751,"43,71%",2013
26,Gustavo Hasbún Selume,Alianza,UDI,34819,"24,26%",2013
27,Tucapel Jiménez Fuentes,Nueva Mayoría,PPD,45523,"33,51%",2013
27,Daniel Melo Contreras,Nueva Mayoría,PS,34201,"25,18%",2013
28,Guillermo Teillier del Valle,Nueva Mayoría,PCCh,53374,"41,03%",2013
28,Pedro Browne Urrejola,Alianza,RN,21978,"16,9%",2013
29,Osvaldo Andrade Lara,Nueva Mayoría,PS,61191,"31,01%",2013
29,Leopoldo Pérez Lahsen,Alianza,RN,46500,"23,57%",2013
30,Leonardo Soto Ferrada,Nueva Mayoría,PS,36618,"25,11%",2013
30,Jaime Bellolio Avaria,Alianza,UDI,32223,"22,1%",2013
31,Denise Pascal Allende,Nueva Mayoría,PS,66747,"42,97%",2013
31,Juan Antonio Coloma Álamos,Alianza,UDI,31393,"20,21%",2013
32,Juan Luis Castro González,Nueva Mayoría,PS,35158,"41,13%",2013
32,Issa Kort Garriga,Alianza,UDI,18812,"22,01%",2013
33,Ricardo Rincón González,Nueva Mayoría,DC,48114,"45,17%",2013
33,Felipe Letelier Norambuena,Nueva Mayoría,PPD,14809,"13,9%",2013
34,Alejandra Sepúlveda Orbenes,Fuera de Pacto,Ind,35012,"42,16%",2013
34,Javier Macaya Danús,Alianza,UDI,21979,"26,47%",2013
35,Ramón Barros Montero,Alianza,UDI,20723,"32,17%",2013
35,Sergio Espejo Yaksic,Nueva Mayoría,DC,16869,"26,19%",2013
36,Roberto León Ramírez,Nueva Mayoría,DC,48374,"42,9%",2013
36,Celso Morales Espinosa,Alianza,UDI,30117,"26,71%",2013
37,Sergio Aguiló Melo,Nueva Mayoría,IC,22611,"26,78%",2013
37,Germán Verdugo Soto,Alianza,RN,22037,"26,1%",2013
38,Pablo Lorenzini Basso,Nueva Mayoría,DC,28849,"40,57%",2013
38,Pedro Álvarez-Salamanca Ramírez,Alianza,UDI,17716,"24,91%",2013
39,Jorge Tarud Daccarett,Nueva Mayoría,PPD,29601,"38,53%",2013
39,Romilio Gutiérrez Pino,Alianza,UDI,23526,"30,62%",2013
40,Guillermo Ceroni Fuentes,Nueva Mayoría,PPD,19509,"29,44%",2013
40,Ignacio Urrutia Bonilla,Alianza,UDI,14773,"22,29%",2013
41,Carlos Abel Jarpa Wevar,Nueva Mayoría,PRSD,37882,"32,85%",2013
41,Rosauro Martínez Labbé,Alianza,RN,36014,"31,23%",2013
42,Jorge Sabag Villalobos,Nueva Mayoría,DC,45044,"45,87%",2013
42,Loreto Carvajal Ambiado,Nueva Mayoría,PPD,18744,"19,09%",2013
43,Cristián Campos Jara,Nueva Mayoría,PPD,29771,"30,92%",2013
43,Jorge Ulloa Aguillón,Alianza,UDI,25651,"26,64%",2013
44,José Miguel Ortiz Novoa,Nueva Mayoría,DC,59861,"36,98%",2013
44,Enrique van Rysselberghe Herrera,Alianza,UDI,40721,"25,16%",2013
45,Clemira Pacheco Rivas,Nueva Mayoría,PS,42711,"41,59%",2013
45,Marcelo Chávez Velásquez,Nueva Mayoría,DC,17131,"16,68%",2013
46,Manuel Monsalve Benavides,Alianza,PS,33688,"38,24%",2013
46,Iván Norambuena Farías,Alianza,UDI,30806,"34,97%",2013
47,José Pérez Arriagada,Nueva Mayoría,PRSD,53539,"43,41%",2013
47,Roberto Poblete Zapata,Nueva Mayoría,Ind-PS,15826,"12,83%",2013
48,Mario Venegas Cárdenas,Nueva Mayoría,DC,22641,"36,43%",2013
48,Jorge Rathgeb Schifferli,Alianza,RN,16449,"26,47%",2013
49,Fuad Chahín Valenzuela,Nueva Mayoría,DC,26584,"43,65%",2013
49,Diego Paulsen Kehr,Alianza,RN,16017,"26,3%",2013
50,René Saffirio Espinoza,Nueva Mayoría,DC,44111,"36,83%",2013
50,Germán Becker Alvear,Alianza,RN,40011,"33,41%",2013
51,Joaquín Tuma Zedan,Nueva Mayoría,PPD,22191,"36,61%",2013
51,José Manuel Edwards Silva,Alianza,RN,19445,"32,08%",2013
52,Fernando Meza Moncada,Nueva Mayoría,PRSD,19375,"31,98%",2013
52,René Manuel García García,Alianza,RN,14372,"23,73%",2013
53,Iván Flores García,Nueva Mayoría,DC,29366,"36,24%",2013
53,Bernardo Berger Fett,Alianza,RN,20836,"25,71%",2013
54,Enrique Jaramillo Becker,Nueva Mayoría,PPD,34438,"49,88%",2013
54,Gonzalo Fuenzalida Figueroa,Alianza,RN,13650,"19,71%",2013
55,Sergio Ojeda Uribe,Nueva Mayoría,DC,24071,"34,2%",2013
55,Javier Hernández Hernández,Alianza,UDI,19280,"27,4%",2013
56,Fidel Espinoza Sandoval,Nueva Mayoría,PS,38554,"55,16%",2013
56,Felipe de Mussy Hiriart,Alianza,UDI,15961,"22,84%",2013
57,Patricio Vallespin López,Nueva Mayoría,DC,37964,"45,32%",2013
57,Marisol Turres Figueroa,Alianza,UDI,19292,"23,03%",2013
58,Jenny Álvarez Vera,Nueva Mayoría,PS,23895,"38,09%",2013
58,Alejandro Santana Tirachini,Alianza,RN,20526,"32,72%",2013
59,Iván Fuentes Castillo,Nueva Mayoría,Ind-DC,9128,"25,36%",2013
59,David Sandoval Plaza,Alianza,UDI,8595,"23,88%",2013
60,Gabriel Boric Font,Fuera de Pacto,Ind,15417,"26,18%",2013
60,Juan Morano Cornejo,Nueva Mayoría,DC,10760,"18,27%",2013
1,Vlado Mirosevic Verdugo,FA,PL,24273,"34,1%",2017
1,Nino Baltolu Rasera,ChV,UDI,9272,"13,03%",2017
1,Luis Rocafull López,LFM,PS,6430,"9,03%",2017
2,Renzo Trisotti Martínez,ChV,UDI,20084,"22,21%",2017
2,Ramón Galleguillos Castillo,ChV,RN,17279,"19,02%",2017
2,Hugo Gutiérrez Gálvez[nota 1],LFM,PCCh,14332,"15,87%",2017
3,Paulina Núñez Urrutia,ChV,RN,37768,"23,27%",2017
3,José Miguel Castro Bascuñán,ChV,RN,5183,"3,19%",2017
3,Marcela Hernando Pérez,LFM,PR,14817,"9,13%",2017
3,Esteban Velásquez Núñez,CRV,FREVS,10067,"6,2%",2017
3,Catalina Pérez Salinas,FA,RD,6106,"3,76%",2017
4,Daniella Cicardini Milla,LFM,PS,16488,"17,55%",2017
4,Juan Santana Castillo,LFM,PS,6245,"6,66%",2017
4,Sofía Cid Versalovic,ChV,RN,13325,"14,2%",2017
4,Nicolás Noman Garrido,ChV,UDI,5974,"6,37%",2017
4,Jaime Mulet Martínez,CRV,FREVS,9393,"10,06%",2017
5,Sergio Gahona Salazar,ChV,UDI,27332,"11,77%",2017
5,Juán Manuel Fuenzalida Cobo,ChV,UDI,4331,"1,87%",2017
5,Francisco Eguiguren Correa,ChV,RN,11132,"4,8%",2017
5,Pedro Velásquez Seguel,CRV,Ind-FREVS,22587,"9,68%",2017
5,Daniel Núñez Arancibia,LFM,PCCh,15300,"6,61%",2017
5,Raúl Saldívar Auger,LFM,PS,11077,"4,78%",2017
5,Matías Walker Prieto,CODE,DC,15468,"6,66%",2017
6,Andrés Longton Herrera,ChV,RN,38874,"12,21%",2017
6,Luis Pardo Sáinz,ChV,RN,15725,"4,96%",2017
6,Camila Flores Oporto,ChV,RN,15283,"4,81%",2017
6,Pablo Kast Sommerhoff,ChV,Ind-EVOP,28465,"8,94%",2017
6,Marcelo Schilling Rodríguez,LFM,PS,20072,"6,31%",2017
6,Carolina Marzán Pinto,LFM,PPD,14422,"4,53%",2017
6,Daniel Verdessi Belemmi,CODE,DC,11571,"3,65%",2017
6,Diego Ibáñez Cotroneo,FA,PH,9185,"2,89%",2017
7,María José Hoffmann Opazo,ChV,UDI,34690,"10,78%",2017
7,Osvaldo Urrutia Soto,ChV,UDI,18198,"5,67%",2017
7,Andrés Celis Montt,ChV,RN,21285,"6,62%",2017
7,Camila Rojas Valderrama,FA,Ind-PI,14885,"4,61%",2017
7,Jorge Brito Hasbún,FA,RD,13289,"4,13%",2017
7,Rodrigo González Torres,LFM,PPD,16849,"5,21%",2017
7,Marcelo Díaz Díaz,LFM,PS,15265,"4,72%",2017
7,Víctor Torres Jeldes,CODE,DC,14942,"4,62%",2017
8,Joaquín Lavín León,ChV,UDI,75973,"17,84%",2017
8,Patricio Melero Abaroa,ChV,UDI,23042,"5,42%",2017
8,Mario Desbordes Jiménez[nota 3],ChV,RN,17799,"4,2%",2017
8,Claudia Mix Jiménez,FA,Poder,20958,"4,94%",2017
8,Pablo Vidal Rojas,FA,RD,12135,"2,89%",2017
8,Pepe Auth Stewart,LFM,Ind-PR,26839,"6,32%",2017
8,Carmen Hertz Cádiz,LFM,PCCh,16035,"3,78%",2017
8,Gabriel Silber Romo,CODE,DC,29205,"6,89%",2017
9,Érika Olivera De la Fuente,ChV,Ind-RN,30817,"9,13%",2017
9,Jorge Durán Espinoza,ChV,RN,19421,"5,78%",2017
9,Sebastián Keitel Bianchi,ChV,Ind-EVOP,30243,"8,96%",2017
9,Karol Cariola Oliva,LFM,PCCh,50446,"14,95%",2017
9,Boris Barrera Moreno,LFM,PCCh,4352,"1,29%",2017
9,Cristina Girardi Lavín,LFM,PPD,16211,"4,8%",2017
9,Maite Orsini Pascal,FA,RD,21814,"6,48%",2017
10,Marcela Sabat Fernández,ChV,RN,54630,"12,5%",2017
10,Sebastián Torrealba Alvarado,ChV,RN,10196,"2,34%",2017
10,Jorge Alessandri Vergara,ChV,UDI,30833,"7,06%",2017
10,Luciano Cruz-Coke Carvallo,ChV,EVOP,38143,"8,73%",2017
10,Giorgio Jackson Drago,FA,RD,103523,"23,68%",2017
10,Natalia Castillo Muñoz,FA,RD,4453,"1,02%",2017
10,Gonzalo Winter Etcheberry,FA,RD,5237,"1,2%",2017
10,Maya Fernández Allende,LFM,PS,28437,"6,5%",2017
11,Gonzalo Fuenzalida Figueroa,ChV,RN,60132,"15,96%",2017
11,Catalina del Real Mihovilovic,ChV,RN,43499,"11,55%",2017
11,Karin Luck Urban,ChV,RN,6879,"1,83%",2017
11,Francisco Undurraga Gazitúa,ChV,EVOP,58666,"15,56%",2017
11,Guillermo Ramírez Diez,ChV,UDI,30731,"8,16%",2017
11,Tomás Hirsch Goldschmidt,FA,PH,23627,"6,27%",2017
12,Ximena Ossandón Irarrázabal,ChV,RN,52484,"14,99%",2017
12,Leopoldo Pérez Lahsen,ChV,RN,29984,"8,58%",2017
12,Álvaro Carter Fernández,ChV,UDI,27491,"7,84%",2017
12,Pamela Jiles Moreno,FA,PH,45222,"12,91%",2017
12,Miguel Crispi Serrano,FA,RD,25569,"7,34%",2017
12,Camila Vallejo Dowling,LFM,PCCh,47807,"13,7%",2017
12,Amaro Labra Sepúlveda,LFM,PCCh,6316,"1,83%",2017
13,Guillermo Teillier del Valle,LFM,PCCh,28798,"11,75%",2017
13,Tucapel Jiménez Fuentes,LFM,PPD,22551,"9,21%",2017
13,Eduardo Durán Salinas,ChV,RN,19744,"8,04%",2017
13,Cristhian Moreira Barros,ChV,UDI,18125,"7,4%",2017
13,Gael Yeomans Araya,FA,RD,13721,"5,59%",2017
14,Juan Antonio Coloma Álamos,ChV,UDI,35779,"11,78%",2017
14,Jaime Bellolio Avaria[nota 5],ChV,UDI,32044,"10,52%",2017
14,Raúl Leiva Carvajal,LFM,PS,44744,"14,77%",2017
14,Leonardo Soto Ferrada,LFM,PS,22170,"7,3%",2017
14,Marisela Santibáñez Novoa,PTCh,PRO,35984,"11,87%",2017
14,Renato Garín González[nota 6],FA,RD,11573,"3,82%",2017
15,Javier Macaya Danús,ChV,UDI,25219,"13,98%",2017
15,Issa Kort Garriga[nota 7],ChV,UDI,16773,"9,29%",2017
15,Diego Schalper Sepúlveda,ChV,Ind-RN,19285,"10,71%",2017
15,Juan Luis Castro González,LFM,PS,17845,"9,86%",2017
15,Raúl Soto Mardones,CODE,DC,9026,"5,01%",2017
16,Ramón Barros Montero,ChV,UDI,21866,"15,91%",2017
16,Virginia Troncoso Hellman,ChV,UDI,7987,"5,8%",2017
16,Alejandra Sepúlveda Orbenes,CRV,FREVS,31737,"23,05%",2017
16,Cosme Mellado Pino,LFM,PR,8864,"6,45%",2017
17,Celso Morales Espinosa,ChV,UDI,22089,"9,03%",2017
17,Pedro Álvarez-Salamanca Ramírez,ChV,UDI,20541,"8,4%",2017
17,Hugo Rey Martínez,ChV,RN,20517,"8,37%",2017
17,Pablo Prieto Lorca,ChV,Ind-RN,14338,"5,87%",2017
17,Alexis Sepúlveda Soto,LFM,PRSD,18390,"7,52%",2017
17,Pablo Lorenzini Basso,CODE,DC,19884,"8,14%",2017
17,Florcita Alarcón Rojas,FA,PH,6482,"2,68%",2017
18,Ignacio Urrutia Bonilla,ChV,UDI,17739,"14,76%",2017
18,Rolando Rentería Moller,ChV,UDI,16715,"13,78%",2017
18,Manuel Matta Aragay,CODE,DC,12825,"10,63%",2017
18,Jaime Naranjo Ortiz,LFM,PS,13390,"11,08%",2017
19,Frank Sauberbaum Muñoz,ChV,RN,18107,"9,35%",2017
19,Gustavo Sanhueza Dueñas,ChV,UDI,15680,"8,08%",2017
19,Carlos Abel Jarpa Wevar,LFM,PRSD,15377,"7,93%",2017
19,Loreto Carvajal Ambiado,LFM,PPD,12734,"6,57%",2017
19,Jorge Sabag Villalobos,CODE,DC,28995,"14,95%",2017
20,Enrique van Rysselberghe Herrera,ChV,UDI,28757,"8,54%",2017
20,Sergio Bobadilla Muñoz,ChV,UDI,18432,"5,47%",2017
20,Francesca Muñoz González,ChV,RN,23165,"6,86%",2017
20,Leonidas Romero Sáez,ChV,RN,11414,"3,38%",2017
20,Gastón Saavedra Chandía,LFM,PS,30557,"9,05%",2017
20,Jaime Tohá González,LFM,PS,8145,"2,41%",2017
20,José Miguel Ortiz Novoa,CODE,DC,29496,"8,74%",2017
20,Félix González Gatica,FA,PEV,18397,"5,45%",2017
21,Iván Norambuena Farías,ChV,UDI,33261,"17,42%",2017
21,Cristóbal Urruticoechea Ríos,ChV,RN,22190,"11,63%",2017
21,José Pérez Arriagada,LFM,PR,27066,"14,21%",2017
21,Manuel Monsalve Benavides,LFM,PS,19632,"10,3%",2017
21,Joanna Pérez Olea,CODE,DC,12035,"6,26%",2017
22,Diego Paulsen Kehr,ChV,RN,24405,"22,49%",2017
22,Jorge Rathgeb Schifferli,ChV,RN,21594,"19,87%",2017
22,Andrea Parra Sauterel,LFM,PPD,10312,"9,54%",2017
22,Mario Venegas Cárdenas,CODE,DC,14991,"13,86%",2017
23,René Manuel García García,ChV,RN,23118,"10,28%",2017
23,Miguel Mellado Suazo,ChV,RN,13708,"6,1%",2017
23,Andrés Molina Magofke,ChV,EVOP,23927,"10,64%",2017
23,Sebastián Álvarez Ramírez,ChV,EVOP,5319,"2,37%",2017
23,Ricardo Celis Araya,LFM,PPD,16335,"7,27%",2017
23,Fernando Meza Moncada,LFM,PR,13696,"6,05%",2017
23,René Saffirio Espinoza,IND,Ind,38578,"17,15%",2017
24,Bernardo Berger Fett,ChV,RN,24070,"17,29%",2017
24,Gastón Von Mühlenbrock Zamora,ChV,UDI,12542,9%,2017
24,Marcos Ilabaca Cerda,LFM,PS,15739,"11,29%",2017
24,Patricio Rosas Barrientos,LFM,PS,13379,"9,54%",2017
24,Iván Flores García,CODE,DC,13242,"9,5%",2017
25,Harry Jürgensen Rundshagen,ChV,RN,20531,"15,76%",2017
25,Javier Hernández Hernández,ChV,UDI,16367,"12,58%",2017
25,Fidel Espinoza Sandoval,LFM,PS,27999,"21,54%",2017
25,Emilia Nuyado Ancapichún,LFM,PS,8149,"6,27%",2017
26,Alejandro Santana Tirachini,ChV,RN,23558,"17,1%",2017
26,Carlos Kuschel Silva,ChV,RN,11250,"8,17%",2017
26,Jenny Álvarez Vera,LFM,PS,10162,"7,38%",2017
26,Alejandro Bernales Maldonado,FA,PL,6200,"4,5%",2017
26,Gabriel Ascencio Mansilla,CODE,DC,9326,"6,78%",2017
27,René Alinco Bustos,LFM,Ind-PPD,3121,"8,85%",2017
27,Miguel Ángel Calisto Águila,CODE,DC,8822,"24,96%",2017
27,Aracely Leuquén Uribe,ChV,RN,3925,"11,16%",2017
28,Gabriel Boric Font,FA,Ind-PH,18626,"32,82%",2017
28,Karim Bianchi Retamales,LFM,Ind-PR,4190,"7,38%",2017
28,Sandra Amar Mancilla,ChV,Ind-UDI,6871,"12,08%",2017
1,Vlado Mirosevic Verdugo,NPS,PL,16819,"20,91%",2021
1,Luis Malla Valenzuela,NPS,PL,2699,"3,36%",2021
1,Enrique Lee Flores,ChP+,Ind-PRI,7321,"9,1%",2021
2,Renzo Trisotti Martínez,ChP+,UDI,11079,"11,07%",2021
2,Matías Ramírez Pascal,AD,PCCh,9861,"9,86%",2021
2,Danisa Astudillo Peiretti,NPS,PS,7565,"7,56%",2021
3,Catalina Pérez Salinas,AD,RD,13197,"7,24%",2021
3,Sebastián Videla Castillo,NPS,Ind-PL,12238,"6,72%",2021
3,Jaime Araya Guerrero,NPS,Ind-PPD,11603,"6,37%",2021
